region,plant_type,year,Value
NEG,wnd_Ndeep_3,2075,6841.375
NEG,wnd_Ndeep_4,2020,6841.375
NEG,wnd_Ndeep_4,2025,6841.375
NEG,wnd_Ndeep_4,2030,6841.375
NEG,wnd_Ndeep_4,2035,6841.375
NEG,wnd_Ndeep_4,2040,6841.375
NEG,wnd_Ndeep_4,2045,6841.375
NEG,wnd_Ndeep_4,2050,6841.375
NEG,wnd_Ndeep_4,2075,6841.375
NEG,wnd_Ndeep_5,2020,6841.375
NEG,wnd_Ndeep_5,2025,6841.375
NEG,wnd_Ndeep_5,2030,6841.375
NEG,wnd_Ndeep_5,2035,6841.375
NEG,wnd_Ndeep_5,2040,6841.375
NEG,wnd_Ndeep_5,2045,6841.375
NEG,wnd_Ndeep_5,2050,6841.375
NEG,wnd_Ndeep_5,2075,6841.375
NEG,wnd_Ndeep_6,2020,6841.375
NEG,wnd_Ndeep_6,2025,6841.375
NEG,wnd_Ndeep_6,2030,6841.375
NEG,wnd_Ndeep_6,2035,6841.375
NEG,wnd_Ndeep_6,2040,6841.375
NEG,wnd_Ndeep_6,2045,6841.375
NEG,wnd_Ndeep_6,2050,6841.375
NEG,wnd_Ndeep_6,2075,6841.375
NEG,wnd_Ndeep_7,2020,6841.375
NEG,wnd_Ndeep_7,2025,6841.375
NEG,wnd_Ndeep_7,2030,6841.375
NEG,wnd_Ndeep_7,2035,6841.375
NEG,wnd_Ndeep_7,2040,6841.375
NEG,wnd_Ndeep_7,2045,6841.375
NEG,wnd_Ndeep_7,2050,6841.375
NEG,wnd_Ndeep_7,2075,6841.375
NY,col_N,2020,3847.766746
NY,col_N,2025,3460.018823
NY,col_N,2030,3067.814027
NY,col_N,2035,2717.20671
NY,col_N,2040,2717.20671
NY,col_N,2045,2717.20671
NY,col_N,2050,2717.20671
NY,col_N,2075,2717.20671
NY,col_Nccs,2020,5126.233976
NY,col_Nccs,2025,4544.360445
NY,col_Nccs,2030,3972.543986
NY,col_Nccs,2035,3462.506693
NY,col_Nccs,2040,3462.506693
NY,col_Nccs,2045,3462.506693
NY,col_Nccs,2050,3462.506693
NY,col_Nccs,2075,3462.506693
NY,ngcc_N,2020,1208.65555
NY,ngcc_N,2025,1090.857649
NY,ngcc_N,2030,964.4703174
NY,ngcc_N,2035,856.4889078
NY,ngcc_N,2040,856.4889078
NY,ngcc_N,2045,856.4889078
NY,ngcc_N,2050,856.4889078
NY,ngcc_N,2075,856.4889078
NY,ngcc_Nccs,2020,2267.960113
NY,ngcc_Nccs,2025,2002.627732
NY,ngcc_Nccs,2030,1737.295351
NY,ngcc_Nccs,2035,1504.813646
NY,ngcc_Nccs,2040,1504.813646
NY,ngcc_Nccs,2045,1504.813646
NY,ngcc_Nccs,2050,1504.813646
NY,ngcc_Nccs,2075,1504.813646
NY,ngtb_N,2020,796.161641
NY,ngtb_N,2025,714.722206
NY,ngtb_N,2030,623.5586593
NY,ngtb_N,2035,670.9637036
NY,ngtb_N,2040,670.9637036
NY,ngtb_N,2045,670.9637036
NY,ngtb_N,2050,670.9637036
NY,ngtb_N,2075,670.9637036
NY,nuc_N,2020,6072.475824
NY,nuc_N,2025,5299.765685
NY,nuc_N,2030,4690.863477
NY,nuc_N,2035,4129.945411
NY,nuc_N,2040,4129.945411
NY,nuc_N,2045,4129.945411
NY,nuc_N,2050,4129.945411
NY,nuc_N,2075,4129.945411
NY,bio_N,2020,4696.148138
NY,bio_N,2025,4270.347584
NY,bio_N,2030,3850.718053
NY,bio_N,2035,3457.829619
NY,bio_N,2040,3457.829619
NY,bio_N,2045,3457.829619
NY,bio_N,2050,3457.829619
NY,bio_N,2075,3457.829619
NY,lfg_N_hi,2020,2967.991497
NY,lfg_N_hi,2025,2680.078549
NY,lfg_N_hi,2030,2392.165601
NY,lfg_N_hi,2035,2392.165601
NY,lfg_N_hi,2040,2392.165601
NY,lfg_N_hi,2045,2392.165601
NY,lfg_N_hi,2050,2392.165601
NY,lfg_N_hi,2075,2392.165601
NY,lfg_N_lo,2020,3739.313838
NY,lfg_N_lo,2025,3376.756793
NY,lfg_N_lo,2030,3014.199747
NY,lfg_N_lo,2035,3014.199747
NY,lfg_N_lo,2040,3014.199747
NY,lfg_N_lo,2045,3014.199747
NY,lfg_N_lo,2050,3014.199747
NY,lfg_N_lo,2075,3014.199747
NY,lfg_N_vl,2020,5757.074125
NY,lfg_N_vl,2025,5198.42822
NY,lfg_N_vl,2030,4639.782316
NY,lfg_N_vl,2035,4639.782316
NY,lfg_N_vl,2040,4639.782316
NY,lfg_N_vl,2045,4639.782316
NY,lfg_N_vl,2050,4639.782316
NY,lfg_N_vl,2075,4639.782316
NY,fc_N,2020,8165.006429
NY,fc_N,2025,7342.200762
NY,fc_N,2030,6509.937558
NY,fc_N,2035,5765.944694
NY,fc_N,2040,5765.944694
NY,fc_N,2045,5765.944694
NY,fc_N,2050,5765.944694
NY,fc_N,2075,5765.944694
NY,slrPV_N,2020,5633.852122
NY,slrPV_N,2025,5633.852122
NY,slrPV_N,2030,5633.852122
NY,slrPV_N,2035,5633.852122
NY,slrPV_N,2040,5633.852122
NY,slrPV_N,2045,5633.852122
NY,slrPV_N,2050,5633.852122
NY,slrPV_N,2075,5633.852122
NY,slrCSP_N,2020,5559.208025
NY,slrCSP_N,2025,5559.208025
NY,slrCSP_N,2030,5559.208025
NY,slrCSP_N,2035,5559.208025
NY,slrCSP_N,2040,5559.208025
NY,slrCSP_N,2045,5559.208025
NY,slrCSP_N,2050,5559.208025
NY,slrCSP_N,2075,5559.208025
NY,wnd_Nonsh_3,2020,2888.608091
NY,wnd_Nonsh_3,2025,2888.608091
NY,wnd_Nonsh_3,2030,2888.608091
NY,wnd_Nonsh_3,2035,2888.608091
NY,wnd_Nonsh_3,2040,2888.608091
NY,wnd_Nonsh_3,2045,2888.608091
NY,wnd_Nonsh_3,2050,2888.608091
NY,wnd_Nonsh_3,2075,2888.608091
NY,wnd_Nonsh_4,2020,2888.608091
NY,wnd_Nonsh_4,2025,2888.608091
NY,wnd_Nonsh_4,2030,2888.608091
NY,wnd_Nonsh_4,2035,2888.608091
NY,wnd_Nonsh_4,2040,2888.608091
NY,wnd_Nonsh_4,2045,2888.608091
NY,wnd_Nonsh_4,2050,2888.608091
NY,wnd_Nonsh_4,2075,2888.608091
NY,wnd_Nonsh_5,2020,2888.608091
NY,wnd_Nonsh_5,2025,2888.608091
NY,wnd_Nonsh_5,2030,2888.608091
NY,wnd_Nonsh_5,2035,2888.608091
NY,wnd_Nonsh_5,2040,2888.608091
NY,wnd_Nonsh_5,2045,2888.608091
NY,wnd_Nonsh_5,2050,2888.608091
NY,wnd_Nonsh_5,2075,2888.608091
NY,wnd_Nonsh_6,2020,2888.608091
NY,wnd_Nonsh_6,2025,2888.608091
NY,wnd_Nonsh_6,2030,2888.608091
NY,wnd_Nonsh_6,2035,2888.608091
NY,wnd_Nonsh_6,2040,2888.608091
NY,wnd_Nonsh_6,2045,2888.608091
NY,wnd_Nonsh_6,2050,2888.608091
NY,wnd_Nonsh_6,2075,2888.608091
NY,wnd_Nonsh_7,2020,2888.608091
NY,wnd_Nonsh_7,2025,2888.608091
NY,wnd_Nonsh_7,2030,2888.608091
NY,wnd_Nonsh_7,2035,2888.608091
NY,wnd_Nonsh_7,2040,2888.608091
NY,wnd_Nonsh_7,2045,2888.608091
NY,wnd_Nonsh_7,2050,2888.608091
NY,wnd_Nonsh_7,2075,2888.608091
NY,wnd_Nshal_3,2020,7079.340995
NY,wnd_Nshal_3,2025,7079.340995
NY,wnd_Nshal_3,2030,7079.340995
NY,wnd_Nshal_3,2035,7079.340995
NY,wnd_Nshal_3,2040,7079.340995
NY,wnd_Nshal_3,2045,7079.340995
NY,wnd_Nshal_3,2050,7079.340995
NY,wnd_Nshal_3,2075,7079.340995
NY,wnd_Nshal_4,2020,7079.340995
NY,wnd_Nshal_4,2025,7079.340995
NY,wnd_Nshal_4,2030,7079.340995
NY,wnd_Nshal_4,2035,7079.340995
NY,wnd_Nshal_4,2040,7079.340995
NY,wnd_Nshal_4,2045,7079.340995
NY,wnd_Nshal_4,2050,7079.340995
NY,wnd_Nshal_4,2075,7079.340995
NY,wnd_Nshal_5,2020,7079.340995
NY,wnd_Nshal_5,2025,7079.340995
NY,wnd_Nshal_5,2030,7079.340995
NY,wnd_Nshal_5,2035,7079.340995
NY,wnd_Nshal_5,2040,7079.340995
NY,wnd_Nshal_5,2045,7079.340995
NY,wnd_Nshal_5,2050,7079.340995
NY,wnd_Nshal_5,2075,7079.340995
NY,wnd_Nshal_6,2020,7079.340995
NY,wnd_Nshal_6,2025,7079.340995
NY,wnd_Nshal_6,2030,7079.340995
NY,wnd_Nshal_6,2035,7079.340995
NY,wnd_Nshal_6,2040,7079.340995
NY,wnd_Nshal_6,2045,7079.340995
NY,wnd_Nshal_6,2050,7079.340995
NY,wnd_Nshal_6,2075,7079.340995
NY,wnd_Nshal_7,2020,7079.340995
NY,wnd_Nshal_7,2025,7079.340995
NY,wnd_Nshal_7,2030,7079.340995
NY,wnd_Nshal_7,2035,7079.340995
NY,wnd_Nshal_7,2040,7079.340995
NY,wnd_Nshal_7,2045,7079.340995
NY,wnd_Nshal_7,2050,7079.340995
NY,wnd_Nshal_7,2075,7079.340995
NY,wnd_Ndeep_3,2020,7079.340995
NY,wnd_Ndeep_3,2025,7079.340995
NY,wnd_Ndeep_3,2030,7079.340995
NY,wnd_Ndeep_3,2035,7079.340995
NY,wnd_Ndeep_3,2040,7079.340995
NY,wnd_Ndeep_3,2045,7079.340995
NY,wnd_Ndeep_3,2050,7079.340995
NY,wnd_Ndeep_3,2075,7079.340995
NY,wnd_Ndeep_4,2020,7079.340995
NY,wnd_Ndeep_4,2025,7079.340995
NY,wnd_Ndeep_4,2030,7079.340995
NY,wnd_Ndeep_4,2035,7079.340995
NY,wnd_Ndeep_4,2040,7079.340995
NY,wnd_Ndeep_4,2045,7079.340995
NY,wnd_Ndeep_4,2050,7079.340995
NY,wnd_Ndeep_4,2075,7079.340995
NY,wnd_Ndeep_5,2020,7079.340995
NY,wnd_Ndeep_5,2025,7079.340995
NY,wnd_Ndeep_5,2030,7079.340995
NY,wnd_Ndeep_5,2035,7079.340995
NY,wnd_Ndeep_5,2040,7079.340995
NY,wnd_Ndeep_5,2045,7079.340995
NY,wnd_Ndeep_5,2050,7079.340995
NY,wnd_Ndeep_5,2075,7079.340995
NY,wnd_Ndeep_6,2020,7079.340995
NY,wnd_Ndeep_6,2025,7079.340995
NY,wnd_Ndeep_6,2030,7079.340995
NY,wnd_Ndeep_6,2035,7079.340995
NY,wnd_Ndeep_6,2040,7079.340995
NY,wnd_Ndeep_6,2045,7079.340995
NY,wnd_Ndeep_6,2050,7079.340995
NY,wnd_Ndeep_6,2075,7079.340995
NY,wnd_Ndeep_7,2020,7079.340995
NY,wnd_Ndeep_7,2025,7079.340995
NY,wnd_Ndeep_7,2030,7079.340995
NY,wnd_Ndeep_7,2035,7079.340995
NY,wnd_Ndeep_7,2040,7079.340995
NY,wnd_Ndeep_7,2045,7079.340995
NY,wnd_Ndeep_7,2050,7079.340995
NY,wnd_Ndeep_7,2075,7079.340995
MID,col_N,2020,3239.800369
MID,col_N,2025,2913.318556
MID,col_N,2030,2583.084078
MID,col_N,2035,2287.874469
MID,col_N,2040,2287.874469
MID,col_N,2045,2287.874469
MID,col_N,2050,2287.874469
MID,col_N,2075,2287.874469
MID,col_Nccs,2020,4316.263387
MID,col_Nccs,2025,3826.328782
MID,col_Nccs,2030,3344.862182
MID,col_Nccs,2035,2915.41333
MID,col_Nccs,2040,2915.41333
MID,col_Nccs,2045,2915.41333
MID,col_Nccs,2050,2915.41333
MID,col_Nccs,2075,2915.41333
MID,ngcc_N,2020,1017.681933
MID,ngcc_N,2025,918.4966885
MID,ngcc_N,2030,812.0791869
MID,ngcc_N,2035,721.1593797
MID,ngcc_N,2040,721.1593797
MID,ngcc_N,2045,721.1593797
MID,ngcc_N,2050,721.1593797
MID,ngcc_N,2075,721.1593797
MID,ngcc_Nccs,2020,1909.61108
MID,ngcc_Nccs,2025,1686.202541
MID,ngcc_Nccs,2030,1462.794003
MID,ngcc_Nccs,2035,1267.045569
MID,ngcc_Nccs,2040,1267.045569
MID,ngcc_Nccs,2045,1267.045569
MID,ngcc_Nccs,2050,1267.045569
MID,ngcc_Nccs,2075,1267.045569
MID,ngtb_N,2020,670.3641226
MID,ngtb_N,2025,601.7925253
MID,ngtb_N,2030,525.0332746
MID,ngtb_N,2035,564.948085
MID,ngtb_N,2040,564.948085
MID,ngtb_N,2045,564.948085
MID,ngtb_N,2050,564.948085
MID,ngtb_N,2075,564.948085
MID,nuc_N,2020,5112.994294
MID,nuc_N,2025,4462.376219
MID,nuc_N,2030,3949.683603
MID,nuc_N,2035,3477.393395
MID,nuc_N,2040,3477.393395
MID,nuc_N,2045,3477.393395
MID,nuc_N,2050,3477.393395
MID,nuc_N,2075,3477.393395
MID,bio_N,2020,3954.133261
MID,bio_N,2025,3595.611323
MID,bio_N,2030,3242.285355
MID,bio_N,2035,2911.475257
MID,bio_N,2040,2911.475257
MID,bio_N,2045,2911.475257
MID,bio_N,2050,2911.475257
MID,bio_N,2075,2911.475257
MID,lfg_N_hi,2020,2499.034006
MID,lfg_N_hi,2025,2256.612743
MID,lfg_N_hi,2030,2014.191481
MID,lfg_N_hi,2035,2014.191481
MID,lfg_N_hi,2040,2014.191481
MID,lfg_N_hi,2045,2014.191481
MID,lfg_N_hi,2050,2014.191481
MID,lfg_N_hi,2075,2014.191481
MID,lfg_N_lo,2020,3148.483562
MID,lfg_N_lo,2025,2843.212342
MID,lfg_N_lo,2030,2537.941123
MID,lfg_N_lo,2035,2537.941123
MID,lfg_N_lo,2040,2537.941123
MID,lfg_N_lo,2045,2537.941123
MID,lfg_N_lo,2050,2537.941123
MID,lfg_N_lo,2075,2537.941123
MID,lfg_N_vl,2020,4847.427639
MID,lfg_N_vl,2025,4377.05058
MID,lfg_N_vl,2030,3906.67352
MID,lfg_N_vl,2035,3906.67352
MID,lfg_N_vl,2040,3906.67352
MID,lfg_N_vl,2045,3906.67352
MID,lfg_N_vl,2050,3906.67352
MID,lfg_N_vl,2075,3906.67352
MID,fc_N,2020,6874.894605
MID,fc_N,2025,6182.096345
MID,fc_N,2030,5481.334888
MID,fc_N,2035,4854.896615
MID,fc_N,2040,4854.896615
MID,fc_N,2045,4854.896615
MID,fc_N,2050,4854.896615
MID,fc_N,2075,4854.896615
MID,slrPV_N,2020,4743.675329
MID,slrPV_N,2025,4743.675329
MID,slrPV_N,2030,4743.675329
MID,slrPV_N,2035,4743.675329
MID,slrPV_N,2040,4743.675329
MID,slrPV_N,2045,4743.675329
MID,slrPV_N,2050,4743.675329
MID,slrPV_N,2075,4743.675329
MID,slrCSP_N,2020,4680.825372
MID,slrCSP_N,2025,4680.825372
MID,slrCSP_N,2030,4680.825372
MID,slrCSP_N,2035,4680.825372
MID,slrCSP_N,2040,4680.825372
MID,slrCSP_N,2045,4680.825372
MID,slrCSP_N,2050,4680.825372
MID,slrCSP_N,2075,4680.825372
MID,wnd_Nonsh_3,2020,2432.193576
MID,wnd_Nonsh_3,2025,2432.193576
MID,wnd_Nonsh_3,2030,2432.193576
MID,wnd_Nonsh_3,2035,2432.193576
MID,wnd_Nonsh_3,2040,2432.193576
MID,wnd_Nonsh_3,2045,2432.193576
MID,wnd_Nonsh_3,2050,2432.193576
MID,wnd_Nonsh_3,2075,2432.193576
MID,wnd_Nonsh_4,2020,2432.193576
MID,wnd_Nonsh_4,2025,2432.193576
MID,wnd_Nonsh_4,2030,2432.193576
MID,wnd_Nonsh_4,2035,2432.193576
MID,wnd_Nonsh_4,2040,2432.193576
MID,wnd_Nonsh_4,2045,2432.193576
MID,wnd_Nonsh_4,2050,2432.193576
MID,wnd_Nonsh_4,2075,2432.193576
MID,wnd_Nonsh_5,2020,2432.193576
MID,wnd_Nonsh_5,2025,2432.193576
MID,wnd_Nonsh_5,2030,2432.193576
MID,wnd_Nonsh_5,2035,2432.193576
MID,wnd_Nonsh_5,2040,2432.193576
MID,wnd_Nonsh_5,2045,2432.193576
MID,wnd_Nonsh_5,2050,2432.193576
MID,wnd_Nonsh_5,2075,2432.193576
MID,wnd_Nonsh_6,2020,2432.193576
MID,wnd_Nonsh_6,2025,2432.193576
MID,wnd_Nonsh_6,2030,2432.193576
MID,wnd_Nonsh_6,2035,2432.193576
MID,wnd_Nonsh_6,2040,2432.193576
MID,wnd_Nonsh_6,2045,2432.193576
MID,wnd_Nonsh_6,2050,2432.193576
MID,wnd_Nonsh_6,2075,2432.193576
MID,wnd_Nonsh_7,2020,2432.193576
MID,wnd_Nonsh_7,2025,2432.193576
MID,wnd_Nonsh_7,2030,2432.193576
MID,wnd_Nonsh_7,2035,2432.193576
MID,wnd_Nonsh_7,2040,2432.193576
MID,wnd_Nonsh_7,2045,2432.193576
MID,wnd_Nonsh_7,2050,2432.193576
MID,wnd_Nonsh_7,2075,2432.193576
MID,wnd_Nshal_3,2020,5960.769736
MID,wnd_Nshal_3,2025,5960.769736
MID,wnd_Nshal_3,2030,5960.769736
MID,wnd_Nshal_3,2035,5960.769736
MID,wnd_Nshal_3,2040,5960.769736
MID,wnd_Nshal_3,2045,5960.769736
MID,wnd_Nshal_3,2050,5960.769736
MID,wnd_Nshal_3,2075,5960.769736
MID,wnd_Nshal_4,2020,5960.769736
MID,wnd_Nshal_4,2025,5960.769736
MID,wnd_Nshal_4,2030,5960.769736
MID,wnd_Nshal_4,2035,5960.769736
MID,wnd_Nshal_4,2040,5960.769736
MID,wnd_Nshal_4,2045,5960.769736
MID,wnd_Nshal_4,2050,5960.769736
MID,wnd_Nshal_4,2075,5960.769736
MID,wnd_Nshal_5,2020,5960.769736
MID,wnd_Nshal_5,2025,5960.769736
MID,wnd_Nshal_5,2030,5960.769736
MID,wnd_Nshal_5,2035,5960.769736
MID,wnd_Nshal_5,2040,5960.769736
MID,wnd_Nshal_5,2045,5960.769736
MID,wnd_Nshal_5,2050,5960.769736
MID,wnd_Nshal_5,2075,5960.769736
MID,wnd_Nshal_6,2020,5960.769736
MID,wnd_Nshal_6,2025,5960.769736
MID,wnd_Nshal_6,2030,5960.769736
MID,wnd_Nshal_6,2035,5960.769736
MID,wnd_Nshal_6,2040,5960.769736
MID,wnd_Nshal_6,2045,5960.769736
MID,wnd_Nshal_6,2050,5960.769736
MID,wnd_Nshal_6,2075,5960.769736
MID,wnd_Nshal_7,2020,5960.769736
MID,wnd_Nshal_7,2025,5960.769736
MID,wnd_Nshal_7,2030,5960.769736
MID,wnd_Nshal_7,2035,5960.769736
MID,wnd_Nshal_7,2040,5960.769736
MID,wnd_Nshal_7,2045,5960.769736
MID,wnd_Nshal_7,2050,5960.769736
MID,wnd_Nshal_7,2075,5960.769736
MID,wnd_Ndeep_3,2020,5960.769736
MID,wnd_Ndeep_3,2025,5960.769736
MID,wnd_Ndeep_3,2030,5960.769736
MID,wnd_Ndeep_3,2035,5960.769736
MID,wnd_Ndeep_3,2040,5960.769736
MID,wnd_Ndeep_3,2045,5960.769736
MID,wnd_Ndeep_3,2050,5960.769736
MID,wnd_Ndeep_3,2075,5960.769736
MID,wnd_Ndeep_4,2020,5960.769736
MID,wnd_Ndeep_4,2025,5960.769736
MID,wnd_Ndeep_4,2030,5960.769736
MID,wnd_Ndeep_4,2035,5960.769736
MID,wnd_Ndeep_4,2040,5960.769736
MID,wnd_Ndeep_4,2045,5960.769736
MID,wnd_Ndeep_4,2050,5960.769736
