region,biostep,year,Value
SAC,3,2075,2.492328278
SAC,4,2020,2.565694871
SAC,4,2025,2.565694871
SAC,4,2030,2.565694871
SAC,4,2035,2.61025323
SAC,4,2040,2.635830249
SAC,4,2045,2.658929954
SAC,4,2050,2.68116083
SAC,4,2075,2.795134517
SAC,5,2020,2.832954754
SAC,5,2025,2.832954754
SAC,5,2030,2.832954754
SAC,5,2035,2.882154608
SAC,5,2040,2.9103959
SAC,5,2045,2.935901824
SAC,5,2050,2.960448417
SAC,5,2075,3.086294362
SAC,6,2020,3.110905032
SAC,6,2025,3.110905032
SAC,6,2030,3.110905032
SAC,6,2035,3.164932041
SAC,6,2040,3.195944176
SAC,6,2045,3.223952569
SAC,6,2050,3.250907507
SAC,6,2075,3.389100602
SAC,7,2020,3.378164914
SAC,7,2025,3.378164914
SAC,7,2030,3.378164914
SAC,7,2035,3.436833419
SAC,7,2040,3.470509827
SAC,7,2045,3.50092444
SAC,7,2050,3.530195093
SAC,7,2075,3.680260447
SAC,8,2020,3.656115192
SAC,8,2025,3.656115192
SAC,8,2030,3.656115192
SAC,8,2035,3.719610853
SAC,8,2040,3.756058104
SAC,8,2045,3.788975185
SAC,8,2050,3.820654183
SAC,8,2075,3.983066687
SAC,9,2020,3.923375074
SAC,9,2025,3.923375074
SAC,9,2030,3.923375074
SAC,9,2035,3.991512231
SAC,9,2040,4.030623755
SAC,9,2045,4.065947055
SAC,9,2050,4.09994177
SAC,9,2075,4.274226532
SAC,10,2020,4.201325352
SAC,10,2025,4.201325352
SAC,10,2030,4.201325352
SAC,10,2035,4.274289664
SAC,10,2040,4.316172032
SAC,10,2045,4.3539978
SAC,10,2050,4.390400859
SAC,10,2075,4.577032771
SAC,11,2020,4.468585234
SAC,11,2025,4.468585234
SAC,11,2030,4.468585234
SAC,11,2035,4.546191042
SAC,11,2040,4.590737683
SAC,11,2045,4.63096967
SAC,11,2050,4.669688446
SAC,11,2075,4.868192617
SAC,12,2020,4.746535512
SAC,12,2025,4.746535512
SAC,12,2030,4.746535512
SAC,12,2035,4.828968475
SAC,12,2040,4.87628596
SAC,12,2045,4.919020415
SAC,12,2050,4.960147536
SAC,12,2075,5.170998856
SAC,13,2020,5.013795395
SAC,13,2025,5.013795395
SAC,13,2030,5.013795395
SAC,13,2035,5.100869853
SAC,13,2040,5.150851611
SAC,13,2045,5.195992285
SAC,13,2050,5.239435122
SAC,13,2075,5.462158702
SAC,14,2020,5.291745672
SAC,14,2025,5.291745672
SAC,14,2030,5.291745672
SAC,14,2035,5.383647287
SAC,14,2040,5.436399888
SAC,14,2045,5.48404303
SAC,14,2050,5.529894212
SAC,14,2075,5.764964941
SAC,15,2020,5.559005555
SAC,15,2025,5.559005555
SAC,15,2030,5.559005555
SAC,15,2035,5.655548665
SAC,15,2040,5.710965539
SAC,15,2045,5.761014901
SAC,15,2050,5.809181799
SAC,15,2075,6.056124787
SAC,16,2020,5.836955832
SAC,16,2025,5.836955832
SAC,16,2030,5.836955832
SAC,16,2035,5.938326098
SAC,16,2040,5.996513816
SAC,16,2045,6.049065646
SAC,16,2050,6.099640889
SAC,16,2075,6.358931026
SAC,17,2020,6.104215715
SAC,17,2025,6.104215715
SAC,17,2030,6.104215715
SAC,17,2035,6.210227476
SAC,17,2040,6.271079467
SAC,17,2045,6.326037516
SAC,17,2050,6.378928475
SAC,17,2075,6.650090871
ESC,1,2020,1.742534434
ESC,1,2025,1.742534434
ESC,1,2030,1.742534434
ESC,1,2035,1.790863363
ESC,1,2040,1.815083486
ESC,1,2045,1.83477608
ESC,1,2050,1.852773492
ESC,1,2075,1.945443504
ESC,2,2020,2.020484711
ESC,2,2025,2.020484711
ESC,2,2030,2.020484711
ESC,2,2035,2.076522549
ESC,2,2040,2.104606006
ESC,2,2045,2.127439749
ESC,2,2050,2.148307914
ESC,2,2075,2.255759645
ESC,3,2020,2.287744594
ESC,3,2025,2.287744594
ESC,3,2030,2.287744594
ESC,3,2035,2.351194844
ESC,3,2040,2.382993043
ESC,3,2045,2.408847123
ESC,3,2050,2.432475627
ESC,3,2075,2.554140551
ESC,4,2020,2.565694871
ESC,4,2025,2.565694871
ESC,4,2030,2.565694871
ESC,4,2035,2.636854031
ESC,4,2040,2.672515563
ESC,4,2045,2.701510793
ESC,4,2050,2.728010049
ESC,4,2075,2.864456693
ESC,5,2020,2.832954754
ESC,5,2025,2.832954754
ESC,5,2030,2.832954754
ESC,5,2035,2.911526326
ESC,5,2040,2.9509026
ESC,5,2045,2.982918167
ESC,5,2050,3.012177763
ESC,5,2075,3.162837598
ESC,6,2020,3.110905032
ESC,6,2025,3.110905032
ESC,6,2030,3.110905032
ESC,6,2035,3.197185513
ESC,6,2040,3.24042512
ESC,6,2045,3.275581836
ESC,6,2050,3.307712185
ESC,6,2075,3.47315374
ESC,7,2020,3.378164914
ESC,7,2025,3.378164914
ESC,7,2030,3.378164914
ESC,7,2035,3.471857807
ESC,7,2040,3.518812157
ESC,7,2045,3.55698921
ESC,7,2050,3.591879898
ESC,7,2075,3.771534645
ESC,8,2020,3.656115192
ESC,8,2025,3.656115192
ESC,8,2030,3.656115192
ESC,8,2035,3.757516994
ESC,8,2040,3.808334677
ESC,8,2045,3.84965288
ESC,8,2050,3.887414321
ESC,8,2075,4.081850787
ESC,9,2020,3.923375074
ESC,9,2025,3.923375074
ESC,9,2030,3.923375074
ESC,9,2035,4.032189289
ESC,9,2040,4.086721714
ESC,9,2045,4.131060254
ESC,9,2050,4.171582034
ESC,9,2075,4.380231692
ESC,10,2020,4.201325352
ESC,10,2025,4.201325352
ESC,10,2030,4.201325352
ESC,10,2035,4.317848476
ESC,10,2040,4.376244234
ESC,10,2045,4.423723923
ESC,10,2050,4.467116456
ESC,10,2075,4.690547834
ESC,11,2020,4.468585234
ESC,11,2025,4.468585234
ESC,11,2030,4.468585234
ESC,11,2035,4.592520771
ESC,11,2040,4.654631271
ESC,11,2045,4.705131297
ESC,11,2050,4.75128417
ESC,11,2075,4.988928739
ESC,12,2020,4.746535512
ESC,12,2025,4.746535512
ESC,12,2030,4.746535512
ESC,12,2035,4.878179957
ESC,12,2040,4.944153791
ESC,12,2045,4.997794966
ESC,12,2050,5.046818592
ESC,12,2075,5.299244881
ESC,13,2020,5.013795395
ESC,13,2025,5.013795395
ESC,13,2030,5.013795395
ESC,13,2035,5.152852252
ESC,13,2040,5.222540829
ESC,13,2045,5.279202341
ESC,13,2050,5.330986305
ESC,13,2075,5.597625787
ESC,14,2020,5.291745672
ESC,14,2025,5.291745672
ESC,14,2030,5.291745672
ESC,14,2035,5.438511439
ESC,14,2040,5.512063348
ESC,14,2045,5.57186601
ESC,14,2050,5.626520727
ESC,14,2075,5.907941928
ESC,15,2020,5.559005555
ESC,15,2025,5.559005555
ESC,15,2030,5.559005555
ESC,15,2035,5.713183734
ESC,15,2040,5.790450386
ESC,15,2045,5.853273384
ESC,15,2050,5.910688441
ESC,15,2075,6.206322834
ESC,16,2020,5.836955832
ESC,16,2025,5.836955832
ESC,16,2030,5.836955832
ESC,16,2035,5.998842921
ESC,16,2040,6.079972905
ESC,16,2045,6.145937053
ESC,16,2050,6.206222863
ESC,16,2075,6.516638975
ESC,17,2020,6.104215715
ESC,17,2025,6.104215715
ESC,17,2030,6.104215715
